date,stochastic,volume,macd,code,ratio
2011-02-15,9.83452953722289,46.60804259286577,-0.033205128205128255,c000020,0.917960088691796
2013-10-18,24.420165328822204,41.88510719006967,-0.001935827885195092,c000020,0.9315315315315316
2013-11-19,16.71518124988631,48.166154844824256,-0.04089082214082224,c000020,0.9181459566074951
2013-12-18,23.47072773506948,32.66654358557479,-0.028918605613976935,c000020,1.1149553571428572
2018-10-25,12.574629490676596,40.597495783768565,-0.09901530093837778,c000020,1.145758661887694
2019-09-16,8.29751300919973,29.8137209060117,-0.05747099181131236,c000020,0.966183574879227
2019-12-10,16.292650493241933,35.00621833100585,-0.017113697705802965,c000020,1.051948051948052
2020-02-04,24.91164415251381,33.729397604319,-0.005035425101214538,c000020,0.9075520833333334
2020-03-12,33.06749331877829,54.48810581081344,-0.0414669702052879,c000020,1.303236797274276
2011-02-22,13.800998245285886,0.6273755262526791,-0.02775125486529687,c000040,1.153806183424266
2011-04-22,19.115775078032105,70.18819641438193,-0.042244364498699755,c000040,0.9035733053074093
2011-06-07,27.348471567443703,29.530478888044726,-0.05852421828069187,c000040,1.0437363323961262
2011-09-27,7.568801694957547,8.412187010760029,-0.16238067133207798,c000040,1.0480900409276943
2012-12-06,12.559634437094903,17.007167749097277,-0.031809625559625535,c000040,1.0
2013-02-06,10.827711340746667,38.51647436452993,-0.009823937478047075,c000040,0.9791095890410959
2013-04-08,29.506838387773826,43.56747553540693,-0.007025166191832863,c000040,1.0575837410613473
2013-06-24,15.836510136027174,39.101105734032586,-0.05192307692307687,c000040,1.0743990843189621
2015-12-08,13.191642713802686,51.66294689293592,-0.025515469855092513,c000040,1.3165794066317626
2016-11-03,8.55045137309082,17.170284458214333,-0.057543553765895886,c000040,0.8717855849329953
2016-12-02,44.7191585932496,36.522957613043154,-0.036082122638292004,c000040,1.1430678466076696
2017-04-17,15.60156150536195,25.27396389812715,-0.01036008092459715,c000040,1.155827149716281
2017-08-14,19.656789002382595,24.942115016045502,-0.0773744621481247,c000040,0.8447802197802198
2017-09-14,7.984869204307552,45.0206427241088,-0.06361112911239272,c000040,0.6872011251758087
2017-10-24,10.838591169223138,13.41707463917934,-0.1520583488909281,c000040,0.8683996750609261
2019-03-06,14.796932179442198,54.37170408837126,-0.02157481821660933,c000040,1.022715800100959
2019-11-22,15.352571757018563,50.308285627189285,-0.022756930851137665,c000040,0.6358605423353625
2019-12-26,13.247638224195462,7.141765136257273,-0.19049457233763803,c000040,0.9675090252707581
2020-01-31,27.04386076800293,22.202742607761973,-0.01687664658163138,c000040,0.6266009852216748
2020-03-02,53.56563036649017,8.080874008508635,-0.1951243201243201,c000040,0.916923076923077
2011-03-16,28.620723054558677,68.63173350650786,-0.019367488620362142,c000050,1.0777777777777777
2011-08-10,14.665595522537583,55.903181352059015,-0.07085315799146423,c000050,1.06157733741189
2011-09-27,14.746568217571973,42.09780026870031,-0.06110989861312281,c000050,0.9618330692023244
2011-11-03,22.59635454451925,43.60237914980353,-0.010684672267436753,c000050,1.0208276240065772
2011-12-20,26.74387625109493,45.479172040093545,0.005998084932522722,c000050,1.0287669319927384
2012-05-18,14.021397969519516,52.4912505205284,-0.061377251221001315,c000050,1.141350519994141
2016-05-09,17.307727305411674,23.264923326388747,-0.028372022454862703,c000050,1.0239520958083832
2016-06-28,24.705138472269276,17.16791855313418,-0.008715522122462056,c000050,1.012084592145015
2016-12-23,9.974106800787936,27.94548826711455,-0.0437631027253668,c000050,0.9297124600638977
2017-01-24,16.498427255096697,16.05114507531583,-0.019142045958654978,c000050,1.0
2017-03-06,24.17281754493282,24.683100468099237,-0.0031820697288323387,c000050,1.0766423357664234
2018-03-08,9.229417181452556,27.260263534399225,-0.03036437246963566,c000050,1.0751879699248121
2018-06-01,14.526808538664197,32.96286317920901,-0.0382915695415696,c000050,1.0
2018-07-25,6.704023620696961,12.246773155444714,-0.01444207965947103,c000050,1.0790513833992095
2018-10-11,22.700714861760687,37.206123558430534,-0.018694346100203815,c000050,0.936
2018-12-11,16.782140274236134,28.559418907312946,-0.021110700197238586,c000050,1.0761904761904761
2019-03-26,19.398476652256093,42.97181017405815,-0.02744469582704868,c000050,1.108910891089109
2019-07-30,25.558905132214313,51.050622621953465,-0.011011011011011011,c000050,0.9719719719719719
2019-09-05,28.38351987733357,34.758858678639754,-0.007466377904334143,c000050,1.0374220374220373
2019-12-26,5.973148568057156,9.04518645361646,-0.005149662053427773,c000050,0.971307120085016
2020-01-31,16.630030084102188,30.81772031046226,-0.010465868196131435,c000050,1.0099447513812154
2020-03-18,26.76851381944228,63.86625384566332,-0.006622710622710708,c000050,1.3203883495145632
2014-06-05,36.75777343376127,48.207809039192,-0.014905149051490565,c000060,0.991869918699187
2014-07-07,27.447870628008697,50.52617036838157,-0.012213780732299223,c000060,1.0823045267489713
2015-03-24,14.869625509377734,43.422368472098114,-0.03297479356801394,c000060,1.205240174672489
2018-07-03,9.773067781417936,16.38790405868871,-0.012089810017271094,c000060,0.9460154241645244
2018-08-28,22.024730902899627,74.81563960029447,-0.0018365472910926788,c000060,1.0779944289693593
2018-10-31,22.42773787605511,39.99488957695195,-0.0179099746407439,c000060,1.2247191011235956
2020-01-03,28.121843918446096,50.53955841392316,-0.0037938252223965966,c000060,0.9279279279279279
2020-02-17,25.448767301995392,54.72965343932408,-0.02155026990553312,c000060,0.8382838283828383
2020-03-17,20.623345806162312,60.32872598599722,-0.052029914529914546,c000060,1.1939655172413792
